CP #,RANK,SIGNATURE,CP COORDINATES_X,CP COORDINATES_Y,CP COORDINATES_Z,Rho,|GRAD(Rho)|,GRAD(Rho)x,GRAD(Rho)y,GRAD(Rho)z,Laplacian,(-1/4)Del**2(Rho)),Diamond,Metallicity,Ellipticity,Theta,Phi,EIGENVALUES OF HESSIAN MATRIX_X,EIGENVALUES OF HESSIAN MATRIX_Y,EIGENVALUES OF HESSIAN MATRIX_Z,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV1_X,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV1_Y,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV1_Z,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV2_X,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV2_Y,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV2_Z,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV3_X,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV3_Y,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV3_Z,EIGENVALUES OF HESSIAN MATRIX_X,EIGENVALUES OF HESSIAN MATRIX_Y,EIGENVALUES OF HESSIAN MATRIX_Z,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV1_X,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV1_Y,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV1_Z,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV2_X,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV2_Y,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV2_Z,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV3_X,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV3_Y,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV3_Z,HESSIAN MATRIX_XX,HESSIAN MATRIX_XY,HESSIAN MATRIX_XZ,HESSIAN MATRIX_YX,HESSIAN MATRIX_YY,HESSIAN MATRIX_YZ,HESSIAN MATRIX_ZX,HESSIAN MATRIX_ZY,HESSIAN MATRIX_ZZ
113,3,-1,0.776801,2.54545,-0.221149,0.3083191,1.175765e-14,-6.909116e-15,-6.14561e-15,-7.262095e-15,-0.7946172,0.1986543,0.9825411,-12.2027,0.151453,0.8825606189038421,0.8477595017219082,-0.666531,-0.5788608,0.4507746,-0.6050188,0.796144,0.01034209,0.122203,0.08001558,0.9892745,0.7867774,0.5997935,-0.1457021,-0.666531,-0.5788608,0.4507746,-0.6050188,0.796144,0.01034209,0.122203,0.08001558,0.9892745,0.7867774,0.5997935,-0.1457021,0.02641125,0.5281182,-0.1174838,0.5281182,-0.2640165,-0.09070289,-0.1174838,-0.09070289,-0.5570119
114,3,-1,0.745458,-2.43753,0.123805,0.3111716,3.223046e-16,-3.1141e-16,-8.218252e-17,-1.225148e-17,-0.8110466,0.2027617,0.9981844,-12.14043,0.155895,0.8870642903497759,0.8513612562679087,-0.6752275,-0.5841599,0.4483408,-0.6204772,-0.7842204,-0.00252516,-0.04229257,0.03024639,0.9986473,-0.7830832,0.6197447,-0.05193389,-0.6752275,-0.5841599,0.4483408,-0.6204772,-0.7842204,-0.00252516,-0.04229257,0.03024639,0.9986473,-0.7830832,0.6197447,-0.05193389,0.01392921,-0.5453973,0.04184763,-0.5453973,-0.2436001,-0.03341215,0.04184763,-0.03341215,-0.5813757
115,3,-1,3.033151,2.92411,-0.489293,0.2723792,1.273726e-11,-6.685421e-12,1.079473e-11,-1.008399e-12,-0.9134224,0.2283556,1.289647,-8.634386,0.02251908,0.8690108537929895,0.8635162023776178,-0.7230056,-0.7070827,0.5166659,0.7020546,-0.7118025,0.02136623,0.07818581,0.1068678,0.9911944,-0.707818,-0.694202,0.1306799,-0.7230056,-0.7070827,0.5166659,0.7020546,-0.7118025,0.02136623,0.07818581,0.1068678,0.9911944,-0.707818,-0.694202,0.1306799,-0.101825,0.6092688,-0.1134326,0.6092688,-0.1254057,-0.1107742,-0.1134326,-0.1107742,-0.6861917
116,3,-1,2.720634,-1.712871,0.097713,0.3079509,2.147997e-13,1.853245e-14,2.136849e-13,1.158554e-14,-0.8204989,0.2051247,0.8897403,-11.79427,0.1990508,0.9156566225747134,0.8713465339817283,-0.6597575,-0.5502331,0.3894918,0.9533683,-0.3016888,0.008525507,0.0166205,0.08068576,0.996601,-0.3013512,-0.9499861,0.08193747,-0.6597575,-0.5502331,0.3894918,0.9533683,-0.3016888,0.008525507,0.0166205,0.08068576,0.996601,-0.3013512,-0.9499861,0.08193747,-0.5644422,0.3005254,-0.02409386,0.3005254,0.2878754,-0.07286598,-0.02409386,-0.07286598,-0.543932
117,3,-1,3.654575,0.917925,-0.269162,0.2780656,1.906248e-13,-1.703554e-13,8.3938e-14,1.647003e-14,-0.6625032,0.1656258,0.726371,-12.3217,0.1454924,0.8724433882086758,0.8388257991602535,-0.5670826,-0.4950557,0.3996351,0.2822674,0.9491141,-0.1396691,-0.05694635,-0.1287558,-0.9900399,0.9576441,-0.2874097,-0.01770503,-0.5670826,-0.4950557,0.3996351,0.2822674,0.9491141,-0.1396691,-0.05694635,-0.1287558,-0.9900399,0.9576441,-0.2874097,-0.01770503,0.3197106,-0.2655475,-0.01232999,-0.2655475,-0.4860334,0.01410074,-0.01232999,0.01410074,-0.4961803
118,3,-1,-4.661342,-0.993151,0.166316,0.2733505,8.526836e-11,-4.990533e-11,6.70091e-11,1.702742e-11,-0.9313398,0.232835,1.314214,-8.518664,0.01827843,0.871717432394771,0.8672529839173452,-0.7303205,-0.717211,0.5161918,-0.6115841,0.7906944,0.02769784,0.05186107,0.005131192,0.9986411,0.7894778,0.6121895,-0.04414441,-0.7303205,-0.717211,0.5161918,-0.6115841,0.7906944,0.02769784,0.05186107,0.005131192,0.9986411,0.7894778,0.6121895,-0.04414441,0.04663502,0.6024554,-0.0427633,0.6024554,-0.2631573,-0.0336195,-0.0427633,-0.0336195,-0.7148175
119,3,-1,-4.638231,1.237535,0.23936,0.2733995,1.12638e-11,1.063372e-11,3.704064e-12,-2.775095e-13,-0.9322801,0.23307,1.316731,-8.512613,0.01824716,0.8717306786413582,0.8672738546068831,-0.7310187,-0.7179188,0.5166575,-0.6282344,-0.7780219,-0.00186401,0.06349976,-0.0536621,0.9965381,-0.7754285,0.6259411,0.08311658,-0.7310187,-0.7179188,0.5166575,-0.6282344,-0.7780219,-0.00186401,0.06349976,-0.0536621,0.9965381,-0.7754285,0.6259411,0.08311658,0.01924844,-0.6056325,-0.07958497,-0.6056325,-0.2421386,0.06421117,-0.07958497,0.06421117,-0.7093899
120,3,-1,-2.225565,-0.695588,5.529488,0.2673262,5.146082e-16,-2.899157e-16,1.693524e-16,-3.899875e-16,-0.8772858,0.2193214,1.24979,-8.713806,0.0158999,0.8605195884216867,0.8566180277182392,-0.7047991,-0.6937682,0.5212815,0.8137977,0.5778765,-0.06157958,0.2653842,-0.2752642,0.9240134,0.517015,-0.7683023,-0.3773687,-0.7047991,-0.6937682,0.5212815,0.8137977,0.5778765,-0.06157958,0.2653842,-0.2752642,0.9240134,0.517015,-0.7683023,-0.3773687,-0.3762853,-0.4878342,-0.2365098,-0.4878342,0.01977783,0.3526758,-0.2365098,0.3526758,-0.5207783
121,3,-1,-0.909119,1.094933,-3.735304,0.2601014,1.096928e-16,2.493665e-17,-5.383064e-17,9.22656e-17,-0.8162744,0.2040686,1.119212,-8.947085,0.008576337,0.8545548942377003,0.8524397096763767,-0.6615771,-0.6559514,0.5012542,-0.2419364,0.9614578,-0.1306356,0.9645014,0.2236156,-0.1404744,0.1058481,0.1599841,0.9814282,-0.6615771,-0.6559514,0.5012542,-0.2419364,0.9614578,-0.1306356,0.9645014,0.2236156,-0.1404744,0.1058481,0.1599841,0.9814282,-0.6433156,0.02090472,0.1200353,0.02090472,-0.6315332,0.1824028,0.1200353,0.1824028,0.4585745
122,3,-1,-0.261862,-0.140369,2.875184,0.08544291,1.464664e-13,1.260255e-14,-1.094079e-14,1.455125e-13,0.03827058,-0.009567644,0.2086811,29.84523,0.002494764,0.5913343801325057,0.5907580016590103,-0.1737354,-0.1733031,0.3853091,0.5561464,0.7481992,0.3617997,0.7695033,-0.628035,0.1159171,-0.3139519,-0.2139392,0.9250212,-0.1737354,-0.1733031,0.3853091,0.5561464,0.7481992,0.3617997,0.7695033,-0.628035,0.1159171,-0.3139519,-0.2139392,0.9250212,-0.1183768,0.03734019,-0.1623148,0.03734019,-0.1479775,-0.1106654,-0.1623148,-0.1106654,0.3046248
123,3,-1,1.858751,-2.561323,0.153013,0.3058072,1.048454e-11,-1.025309e-11,-2.065078e-12,-7.316049e-13,-0.810674,0.2026685,0.8779401,-11.79904,0.1936494,0.9130994127706549,0.869852531987452,-0.6531728,-0.5472066,0.3897054,-0.2888335,0.9554481,-0.06077959,0.01915226,-0.05770625,-0.9981499,0.9571877,0.2894632,0.001631489,-0.6531728,-0.5472066,0.3897054,-0.2888335,0.9554481,-0.06077959,0.01915226,-0.05770625,-0.9981499,0.9571877,0.2894632,0.001631489,0.3023598,0.2888338,-0.000397136,0.2888338,-0.5654383,0.006596105,-0.000397136,0.006596105,-0.5475956
124,3,-1,3.647591,-0.859187,-0.021777,0.2780113,9.004473e-14,7.918149e-14,-4.286764e-14,-8.425471e-16,-0.6624772,0.1656193,0.7268887,-12.31817,0.1442793,0.8721952034877085,0.8388386920302199,-0.566956,-0.49547,0.3999488,-0.2752102,0.9551783,-0.1090583,0.05097431,0.1277773,0.9904921,0.9600317,0.2670344,-0.08385517,-0.566956,-0.49547,0.3999488,-0.2752102,0.9551783,-0.1090583,0.05097431,0.1277773,0.9904921,0.9600317,0.2670344,-0.08385517,0.3243881,0.2483428,-0.07423004,0.2483428,-0.4968415,-0.01260369,-0.07423004,-0.01260369,-0.4900239
125,3,-1,0.06745,0.063898,1.059142,0.1411481,5.306208e-15,9.640726e-16,-4.861129e-15,1.89627e-15,0.6273778,-0.1568445,1.205456,4.202835,0.04317063,0.4270318906133342,0.41912083515558474,-0.2185218,-0.2094785,1.055378,0.8151713,0.5791231,0.01059084,-0.5789409,0.8152098,-0.01613718,-0.01797917,0.007023098,0.9998137,-0.2185218,-0.2094785,1.055378,0.8151713,0.5791231,0.01059084,-0.5789409,0.8152098,-0.01613718,-0.01797917,0.007023098,0.9998137,-0.215079,-0.004428924,-0.02281491,-0.004428924,-0.2124491,0.008826091,-0.02281491,0.008826091,1.054906
126,3,-1,0.005883,0.482289,5.984588,0.2671005,1.559974e-16,-5.973954e-17,-6.375109e-17,1.292369e-16,-0.8766923,0.2191731,1.248247,-8.707438,0.01548679,0.8604514497669906,0.8566504635180872,-0.7042111,-0.6934714,0.5209902,0.8460707,0.2774427,0.4551812,-0.2736382,-0.5067588,0.817507,0.4574785,-0.8162236,-0.3528348,-0.7042111,-0.6934714,0.5209902,0.8460707,0.2774427,0.4551812,-0.2736382,-0.5067588,0.817507,0.4574785,-0.8162236,-0.3528348,-0.4469888,-0.4560067,-0.2001675,-0.4560067,0.1148018,0.3483991,-0.2001675,0.3483991,-0.5445053
127,3,-1,-1.771949,-1.675987,5.822304,0.2533422,2.089942e-16,2.818926e-18,1.530893e-16,-1.422473e-16,-0.7890209,0.1972552,1.081094,-8.858709,0.009660259,0.8498501048712611,0.8474658486298856,-0.6476716,-0.6414748,0.5001255,-0.9845486,-0.1749468,0.007598557,-0.1321552,0.7707987,0.623221,0.1148875,-0.6125872,0.7820088,-0.6476716,-0.6414748,0.5001255,-0.9845486,-0.1749468,0.007598557,-0.1321552,0.7707987,0.623221,0.1148875,-0.6125872,0.7820088,-0.6324135,-0.08141159,0.1026112,-0.08141159,-0.2132641,-0.5468738,0.1026112,-0.5468738,0.05665663
